"","ASV0001","ASV0002","ASV0003","ASV0004","ASV0005","ASV0006","ASV0007","ASV0008","ASV0009","ASV0010","ASV0011","ASV0012","ASV0013","ASV0014","ASV0015","ASV0016","ASV0017","ASV0018","ASV0019","ASV0020","ASV0021","ASV0022","ASV0023","ASV0024","ASV0025","ASV0027","ASV0028","ASV0029","ASV0030","ASV0032","ASV0033","ASV0035","ASV0036","ASV0037","ASV0038","ASV0039","ASV0040","ASV0041","ASV0042","ASV0043","ASV0044","ASV0045","ASV0047","ASV0048","ASV0049","ASV0050","ASV0051","ASV0052","ASV0053","ASV0054","ASV0055","ASV0056","ASV0057","ASV0058","ASV0059","ASV0060","ASV0061","ASV0062","ASV0063","ASV0064","ASV0065","ASV0066","ASV0067","ASV0068","ASV0069","ASV0070","ASV0072","ASV0073","ASV0075","ASV0076","ASV0077","ASV0078","ASV0079","ASV0080","ASV0081","ASV0082","ASV0083","ASV0084","ASV0085","ASV0086","ASV0087","ASV0088","ASV0089","ASV0090","ASV0091","ASV0093","ASV0094","ASV0095","ASV0096","ASV0097","ASV0098","ASV0099","ASV0100","ASV0101","ASV0102","ASV0103","ASV0105","ASV0106","ASV0108","ASV0109","ASV0111","ASV0112","ASV0113","ASV0115","ASV0116","ASV0117","ASV0118","ASV0119","ASV0120","ASV0121","ASV0123","ASV0124","ASV0125","ASV0126","ASV0127","ASV0128","ASV0129","ASV0130","ASV0131","ASV0132","ASV0133","ASV0134","ASV0136","ASV0137","ASV0138","ASV0139","ASV0140","ASV0142","ASV0143","ASV0144","ASV0145","ASV0146","ASV0147","ASV0148","ASV0149","ASV0150","ASV0152","ASV0154","ASV0155","ASV0157","ASV0158","ASV0160","ASV0161","ASV0162","ASV0164","ASV0166","ASV0167","ASV0168","ASV0170","ASV0171","ASV0172","ASV0173","ASV0175","ASV0176","ASV0177","ASV0178","ASV0179","ASV0180","ASV0181","ASV0182","ASV0183","ASV0184","ASV0185","ASV0186","ASV0187","ASV0188","ASV0189","ASV0190","ASV0191","ASV0192","ASV0193","ASV0196","ASV0197","ASV0198","ASV0199","ASV0200","ASV0202","ASV0203","ASV0204","ASV0206","ASV0208","ASV0209","ASV0210","ASV0211","ASV0212","ASV0213","ASV0214","ASV0215","ASV0217","ASV0218","ASV0219","ASV0220","ASV0221","ASV0222","ASV0223","ASV0224","ASV0225","ASV0227","ASV0228","ASV0230","ASV0231","ASV0232","ASV0233","ASV0235","ASV0236","ASV0237","ASV0238","ASV0239","ASV0241","ASV0243","ASV0244","ASV0246","ASV0247","ASV0248","ASV0249","ASV0251","ASV0252","ASV0253","ASV0255","ASV0256","ASV0257","ASV0258","ASV0260","ASV0261","ASV0262","ASV0263","ASV0264","ASV0265","ASV0266","ASV0268","ASV0270","ASV0271","ASV0272","ASV0274","ASV0275","ASV0276","ASV0277","ASV0278","ASV0279","ASV0280","ASV0281","ASV0282","ASV0283","ASV0284","ASV0285","ASV0286","ASV0287","ASV0288","ASV0289","ASV0291","ASV0294","ASV0296","ASV0297","ASV0298","ASV0299","ASV0301","ASV0302","ASV0304","ASV0306","ASV0307","ASV0308","ASV0309","ASV0310","ASV0311","ASV0312","ASV0313","ASV0314","ASV0315","ASV0316","ASV0318","ASV0319","ASV0320","ASV0321","ASV0322","ASV0324","ASV0325","ASV0327","ASV0329","ASV0331","ASV0332","ASV0333","ASV0335","ASV0336","ASV0337","ASV0338","ASV0339","ASV0340","ASV0341","ASV0342","ASV0343","ASV0344","ASV0345","ASV0346","ASV0347","ASV0349","ASV0352","ASV0353","ASV0354","ASV0355","ASV0356","ASV0357","ASV0359","ASV0360","ASV0361","ASV0362","ASV0363","ASV0364","ASV0365","ASV0366","ASV0368","ASV0369","ASV0373","ASV0374","ASV0376","ASV0378","ASV0379","ASV0381","ASV0383","ASV0386","ASV0387","ASV0388","ASV0389","ASV0390","ASV0391","ASV0392","ASV0393","ASV0394","ASV0395","ASV0396","ASV0397","ASV0398","ASV0399","ASV0400","ASV0401","ASV0402","ASV0403","ASV0405","ASV0406","ASV0407","ASV0409","ASV0410","ASV0411","ASV0412","ASV0415","ASV0416","ASV0417","ASV0420","ASV0421","ASV0425","ASV0429","ASV0430","ASV0432","ASV0433","ASV0436","ASV0437","ASV0438","ASV0440","ASV0441","ASV0442","ASV0443","ASV0445","ASV0446","ASV0447","ASV0450","ASV0451","ASV0452","ASV0453","ASV0454","ASV0458","ASV0459","ASV0460","ASV0461","ASV0462","ASV0466","ASV0467","ASV0469","ASV0471","ASV0472","ASV0473","ASV0474","ASV0476","ASV0478","ASV0480","ASV0481","ASV0482","ASV0487","ASV0488","ASV0489","ASV0493","ASV0494","ASV0495","ASV0496","ASV0498","ASV0500","ASV0501","ASV0503","ASV0504","ASV0505","ASV0506","ASV0509","ASV0510","ASV0512","ASV0513","ASV0514","ASV0515","ASV0517","ASV0521","ASV0524","ASV0525","ASV0526","ASV0527","ASV0528","ASV0531","ASV0532","ASV0533","ASV0534","ASV0535","ASV0539","ASV0544","ASV0545","ASV0548","ASV0549","ASV0552","ASV0553","ASV0555","ASV0557","ASV0558","ASV0559","ASV0561","ASV0562","ASV0564","ASV0565","ASV0567","ASV0568","ASV0570","ASV0571","ASV0572","ASV0573","ASV0578","ASV0580","ASV0581","ASV0582","ASV0583","ASV0585","ASV0586","ASV0588","ASV0591","ASV0595","ASV0598","ASV0603","ASV0604","ASV0606","ASV0608","ASV0610","ASV0612","ASV0613","ASV0615","ASV0621","ASV0626","ASV0631","ASV0634","ASV0642","ASV0647","ASV0648","ASV0649","ASV0650","ASV0656","ASV0665","ASV0672","ASV0673","ASV0676","ASV0677","ASV0678","ASV0681","ASV0682","ASV0683","ASV0685","ASV0687","ASV0699","ASV0701","ASV0706","ASV0717","ASV0722","ASV0728","ASV0734","ASV0735","ASV0746","ASV0752","ASV0761","ASV0763","ASV0768","ASV0781","ASV0786","ASV0789","ASV0792","ASV0794","ASV0802","ASV0805","ASV0814","ASV0846","ASV0868","ASV0870","ASV0877","ASV0879","ASV0938","ASV0950","ASV0958","ASV0971","ASV0989","ASV1021","ASV1146","ASV1191","ASV1216","ASV1569"
"LL20",53,73,15831,115,717,17757,1202,0,152,86,492,0,0,0,0,1181,0,0,0,0,0,0,0,876,0,0,0,0,0,0,356,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1208,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,468,0,0,0,406,0,656,0,0,0,0,0,0,0,0,0,0,0,0,76,1223,0,0,0,0,1283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LL21",0,203,5561,0,57,6728,4936,0,11312,357,373,318,0,0,0,393,0,54,0,0,0,0,0,120,0,0,0,0,130,0,220,0,0,0,0,0,193,0,0,0,0,0,0,0,0,0,0,0,0,2864,0,0,0,0,1274,0,0,0,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,890,0,0,0,497,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,559,0,0,2185,0,0,898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1377,0,0,0,233,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LL22",0,0,13128,91,621,18940,2851,0,411,120,441,268,0,0,0,405,0,0,0,0,0,0,0,2549,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334,0,0,0,0,0,0,163,0,0,0,0,0,0,0,0,0,0,179,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,0,50,0,0,357,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LL23",136,0,1154,0,0,47761,304,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432,0,0,0,537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LL24",1770,0,17014,0,124,21622,467,0,1141,89,524,51,0,0,0,0,0,0,0,0,0,0,0,936,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,283,0,0,0,0,0,0,0,0,0,0,0,0,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LL25",2326,0,7185,0,0,44164,873,0,462,0,308,0,0,0,0,0,0,0,181,0,0,0,0,417,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,0,0,0,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LL26",13281,755,1938,0,1082,49558,3406,0,4385,571,630,316,0,0,0,615,0,0,0,0,0,0,0,954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418,0,0,0,553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1498,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LL27",4125,754,17214,924,3624,16710,4383,0,11948,2846,2013,132,0,0,0,126,0,0,0,0,0,0,0,2265,0,0,0,0,0,0,7118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337,0,0,0,0,1130,0,430,0,0,0,0,233,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,271,0,0,0,0,0,0,0,0,200,0,0,0,305,322,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LL3",0,474,25779,0,0,27848,16980,0,2809,0,0,4482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2120,0,0,0,1865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LL4",0,250,38443,0,0,20358,5843,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,484,0,0,0,695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,0,0,127,0,0,1135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,0,0,0,0,0,0,0,0,0,0,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
