"","kegg.name","id","grpvar","EMO","MEM","MMO","KO","names","Pathway","Bamboo","Larval food","BvL"
"11","K00012_UDPglucose 6-dehydrogenase [EC:1.1.1.22]","K00012","variable:Microbe_treatment",0.313887846221874,0.11324641045795,-0.0894934917959181,"K00012","UDPglucose 6-dehydrogenase [EC:1.1.1.22]","Metabolism; Carbohydrate metabolism; Pentose and glucuronate interconversions | Metabolism; Carbohydrate metabolism; Ascorbate and aldarate metabolism | Metabolism; Carbohydrate metabolism; Amino sugar and nucleotide sugar metabolism",0.502884800439229,0.35085516104371,0.152029639395519
"12","K00013_histidinol dehydrogenase [EC:1.1.1.23]","K00013","variable:Microbe_treatment",0.262107430312429,0.0684677776549022,-0.0218464350387535,"K00013","histidinol dehydrogenase [EC:1.1.1.23]","Metabolism; Amino acid metabolism; Histidine metabolism",0.369991494558702,0.410643186207248,-0.0406516916485456
"13","K00014_shikimate dehydrogenase [EC:1.1.1.25]","K00014","variable:Microbe_treatment",0.289973354604761,0.122345421135454,-0.0577535422947908,"K00014","shikimate dehydrogenase [EC:1.1.1.25]","Metabolism; Amino acid metabolism; Phenylalanine, tyrosine and tryptophan biosynthesis",0.748752336678436,0.147781909857135,0.600970426821301
"14","K00015_glyoxylate reductase [EC:1.1.1.26]","K00015","variable:Microbe_treatment",-0.0122521588251973,0.117985334089344,0.120884911451167,"K00015","glyoxylate reductase [EC:1.1.1.26]","Metabolism; Carbohydrate metabolism; Glyoxylate and dicarboxylate metabolism",0.248077168319251,0.324936924603423,-0.0768597562841726
"15","K00016_L-lactate dehydrogenase [EC:1.1.1.27]","K00016","variable:Microbe_treatment",0.383752103816972,-0.0942108006290203,-0.230317892897557,"K00016","L-lactate dehydrogenase [EC:1.1.1.27]","Metabolism; Carbohydrate metabolism; Glycolysis / Gluconeogenesis | Metabolism; Carbohydrate metabolism; Pyruvate metabolism | Metabolism; Carbohydrate metabolism; Propanoate metabolism | Metabolism; Amino acid metabolism; Cysteine and methionine metabolism | Organismal Systems; Endocrine system; Glucagon signaling pathway | Brite Hierarchies; Protein families: signaling and cellular processes; Exosome",0.888592295585144,-0.738843221187702,1.62743551677285
"16","K00018_glycerate dehydrogenase [EC:1.1.1.29]","K00018","variable:Microbe_treatment",-0.439651184920773,0.124996695068855,0.378951890834926,"K00018","glycerate dehydrogenase [EC:1.1.1.29]","Metabolism; Carbohydrate metabolism; Glyoxylate and dicarboxylate metabolism | Metabolism; Energy metabolism; Methane metabolism | Metabolism; Amino acid metabolism; Glycine, serine and threonine metabolism",-0.708044301688886,0.870623191289378,-1.57866749297826
"17","K00019_3-hydroxybutyrate dehydrogenase [EC:1.1.1.30]","K00019","variable:Microbe_treatment",0.345835934923295,0.135467447587746,-0.183920506988169,"K00019","3-hydroxybutyrate dehydrogenase [EC:1.1.1.30]","Metabolism; Carbohydrate metabolism; Butanoate metabolism | Metabolism; Lipid metabolism; Synthesis and degradation of ketone bodies",0.557021421543856,0.194924643919772,0.362096777624084
"18","K00020_3-hydroxyisobutyrate dehydrogenase [EC:1.1.1.31]","K00020","variable:Microbe_treatment",-0.0512905745319126,-0.0871150570198747,0.488502786464147,"K00020","3-hydroxyisobutyrate dehydrogenase [EC:1.1.1.31]","Metabolism; Amino acid metabolism; Valine, leucine and isoleucine degradation",0.776887689591266,0.108348818070761,0.668538871520504
"19","K00021_hydroxymethylglutaryl-CoA reductase (NADPH) [EC:1.1.1.34]","K00021","variable:Microbe_treatment",-1.33686145807732,0.168650636057436,1.07182756656121,"K00021","hydroxymethylglutaryl-CoA reductase (NADPH) [EC:1.1.1.34]","Metabolism; Metabolism of terpenoids and polyketides; Terpenoid backbone biosynthesis | Environmental Information Processing; Signal transduction; AMPK signaling pathway | Organismal Systems; Digestive system; Bile secretion",-0.270291039565162,0.0265816141609571,-0.296872653726119
"20","K00022_3-hydroxyacyl-CoA dehydrogenase [EC:1.1.1.35]","K00022","variable:Microbe_treatment",-0.042220277276626,0.0332153448296639,-0.448878950473712,"K00022","3-hydroxyacyl-CoA dehydrogenase [EC:1.1.1.35]","Metabolism; Carbohydrate metabolism; Butanoate metabolism | Metabolism; Lipid metabolism; Fatty acid elongation | Metabolism; Lipid metabolism; Fatty acid degradation | Metabolism; Amino acid metabolism; Valine, leucine and isoleucine degradation | Metabolism; Amino acid metabolism; Lysine degradation | Metabolism; Amino acid metabolism; Tryptophan metabolism | Metabolism; Metabolism of terpenoids and polyketides; Geraniol degradation | Metabolism; Xenobiotics biodegradation and metabolism; Caprolactam degradation",-0.569367063383508,-0.588413066343324,0.0190460029598166
"21","K00023_acetoacetyl-CoA reductase [EC:1.1.1.36]","K00023","variable:Microbe_treatment",0.0710209686924305,0.1130351757913,-0.000892586056812349,"K00023","acetoacetyl-CoA reductase [EC:1.1.1.36]","Metabolism; Carbohydrate metabolism; Glyoxylate and dicarboxylate metabolism | Metabolism; Carbohydrate metabolism; Butanoate metabolism",0.0655951427374545,0.397542207902783,-0.331947065165329
"22","K00024_malate dehydrogenase [EC:1.1.1.37]","K00024","variable:Microbe_treatment",0.475741010919719,0.141560699225917,-0.310986491633151,"K00024","malate dehydrogenase [EC:1.1.1.37]","Metabolism; Carbohydrate metabolism; Citrate cycle (TCA cycle) | Metabolism; Carbohydrate metabolism; Pyruvate metabolism | Metabolism; Carbohydrate metabolism; Glyoxylate and dicarboxylate metabolism | Metabolism; Energy metabolism; Carbon fixation in photosynthetic organisms | Metabolism; Energy metabolism; Carbon fixation pathways in prokaryotes | Metabolism; Energy metabolism; Methane metabolism | Metabolism; Amino acid metabolism; Cysteine and methionine metabolism",0.600934991882777,0.17359690726277,0.427338084620008
"23","K00027_malate dehydrogenase (oxaloacetate-decarboxylating) [EC:1.1.1.38]","K00027","variable:Microbe_treatment",-0.334336329932124,-0.498593153794183,0.93736428343865,"K00027","malate dehydrogenase (oxaloacetate-decarboxylating) [EC:1.1.1.38]","Metabolism; Carbohydrate metabolism; Pyruvate metabolism | Environmental Information Processing; Signal transduction; Two-component system",0.0600451164116662,0.204023003190396,-0.14397788677873
"24","K00029_malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40]","K00029","variable:Microbe_treatment",0.0761777780950945,0.204869736614847,0.14850692245146,"K00029","malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40]","Metabolism; Carbohydrate metabolism; Pyruvate metabolism | Metabolism; Energy metabolism; Carbon fixation in photosynthetic organisms",0.264291186229244,0.821856657213463,-0.557565470984219
"25","K00030_isocitrate dehydrogenase (NAD+) [EC:1.1.1.41]","K00030","variable:Microbe_treatment",-0.831155125797926,-0.592641752465633,1.10415045723978,"K00030","isocitrate dehydrogenase (NAD+) [EC:1.1.1.41]","Metabolism; Carbohydrate metabolism; Citrate cycle (TCA cycle)",-0.893904977630082,0.0856645293334092,-0.979569506963491
"26","K00031_isocitrate dehydrogenase [EC:1.1.1.42]","K00031","variable:Microbe_treatment",0.354204261818045,0.089800362159377,-0.102259338648771,"K00031","isocitrate dehydrogenase [EC:1.1.1.42]","Metabolism; Carbohydrate metabolism; Citrate cycle (TCA cycle) | Metabolism; Energy metabolism; Carbon fixation pathways in prokaryotes | Metabolism; Metabolism of other amino acids; Glutathione metabolism | Cellular Processes; Transport and catabolism; Peroxisome",0.485852405295197,0.378266021974026,0.107586383321171
"27","K00033_6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]","K00033","variable:Microbe_treatment",0.503063966471523,0.183891000340153,-0.388044461455515,"K00033","6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]","Metabolism; Carbohydrate metabolism; Pentose phosphate pathway | Metabolism; Metabolism of other amino acids; Glutathione metabolism",0.584237317848379,0.171571428815725,0.412665889032654
"28","K00034_glucose 1-dehydrogenase [EC:1.1.1.47]","K00034","variable:Microbe_treatment",0.188354311353917,0.0995449774128517,-0.0100312586256789,"K00034","glucose 1-dehydrogenase [EC:1.1.1.47]","Metabolism; Carbohydrate metabolism; Pentose phosphate pathway",0.431274947554748,0.271326947780851,0.159947999773897
"29","K00035_D-galactose 1-dehydrogenase [EC:1.1.1.48]","K00035","variable:Microbe_treatment",1.07134411921424,0.516780587289266,-1.73156786994732,"K00035","D-galactose 1-dehydrogenase [EC:1.1.1.48]","Metabolism; Carbohydrate metabolism; Galactose metabolism",0.531061348707605,-0.893763882199439,1.42482523090704
"30","K00036_glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]","K00036","variable:Microbe_treatment",0.462608772497931,0.137784974140696,-0.242533466296123,"K00036","glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]","Metabolism; Carbohydrate metabolism; Pentose phosphate pathway | Metabolism; Metabolism of other amino acids; Glutathione metabolism | Human Diseases; Cancers: Overview; Central carbon metabolism in cancer | Brite Hierarchies; Protein families: signaling and cellular processes; Exosome",0.641268345203664,0.263597576602113,0.377670768601551
"31","K00038_3alpha(or 20beta)-hydroxysteroid dehydrogenase [EC:1.1.1.53]","K00038","variable:Microbe_treatment",0.424062422185437,0.0903210076974567,-0.397319375502775,"K00038","3alpha(or 20beta)-hydroxysteroid dehydrogenase [EC:1.1.1.53]","Metabolism; Lipid metabolism; Steroid hormone biosynthesis",1.04459780038587,-0.748596038537342,1.79319383892321
"32","K00039_ribitol 2-dehydrogenase [EC:1.1.1.56]","K00039","variable:Microbe_treatment",0.72153765263862,0.392607795702808,-1.25700770237924,"K00039","ribitol 2-dehydrogenase [EC:1.1.1.56]","Metabolism; Carbohydrate metabolism; Pentose and glucuronate interconversions",1.45967627194188,-1.82090994969861,3.2805862216405
"33","K00040_fructuronate reductase [EC:1.1.1.57]","K00040","variable:Microbe_treatment",-0.205238664857942,-0.291086090636232,0.602030164047791,"K00040","fructuronate reductase [EC:1.1.1.57]","Metabolism; Carbohydrate metabolism; Pentose and glucuronate interconversions",0.134496338992559,0.132784572594444,0.00171176639811502
"34","K00041_tagaturonate reductase [EC:1.1.1.58]","K00041","variable:Microbe_treatment",0.276548827101805,0.0942919725714854,-0.250117879473718,"K00041","tagaturonate reductase [EC:1.1.1.58]","Metabolism; Carbohydrate metabolism; Pentose and glucuronate interconversions",0.41752547793636,-0.112272108199655,0.529797586136015
"35","K00042_2-hydroxy-3-oxopropionate reductase [EC:1.1.1.60]","K00042","variable:Microbe_treatment",0.154939703531426,-0.14645854895511,0.214363425830115,"K00042","2-hydroxy-3-oxopropionate reductase [EC:1.1.1.60]","Metabolism; Carbohydrate metabolism; Glyoxylate and dicarboxylate metabolism",0.471136274789385,0.0923363365769702,0.378799938212414
"36","K00043_4-hydroxybutyrate dehydrogenase [EC:1.1.1.61]","K00043","variable:Microbe_treatment",0.119874233474337,0.0256319695909994,-0.168064972450936,"K00043","4-hydroxybutyrate dehydrogenase [EC:1.1.1.61]","Metabolism; Carbohydrate metabolism; Butanoate metabolism",0.773465570766244,-0.830506440558688,1.60397201132493
"37","K00045_mannitol 2-dehydrogenase [EC:1.1.1.67]","K00045","variable:Microbe_treatment",0.506883744488804,0.444283265507198,-1.07010053156358,"K00045","mannitol 2-dehydrogenase [EC:1.1.1.67]","Metabolism; Carbohydrate metabolism; Fructose and mannose metabolism",0.708288257956426,-1.00901705223293,1.71730531018936
"38","K00046_gluconate 5-dehydrogenase [EC:1.1.1.69]","K00046","variable:Microbe_treatment",0.279369157454834,0.0464063111374282,-0.0705822537724632,"K00046","gluconate 5-dehydrogenase [EC:1.1.1.69]","Not Included in Pathway or Brite; Unclassified: metabolism; Enzymes with EC numbers",1.45136239856931,-0.806094800428796,2.2574571989981
"39","K00048_lactaldehyde reductase [EC:1.1.1.77]","K00048","variable:Microbe_treatment",0.212717926579259,-0.565409103007791,-0.0480417158666272,"K00048","lactaldehyde reductase [EC:1.1.1.77]","Metabolism; Carbohydrate metabolism; Glyoxylate and dicarboxylate metabolism | Metabolism; Carbohydrate metabolism; Propanoate metabolism",-1.13956804781868,0.126296785533001,-1.26586483335168
"40","K00050_hydroxypyruvate reductase [EC:1.1.1.81]","K00050","variable:Microbe_treatment",-0.0058477775776666,-0.0341305759006715,-0.011491016197701,"K00050","hydroxypyruvate reductase [EC:1.1.1.81]","Metabolism; Carbohydrate metabolism; Glyoxylate and dicarboxylate metabolism | Metabolism; Amino acid metabolism; Glycine, serine and threonine metabolism",-0.0827043774338909,-0.0474382541878615,-0.0352661232460294
"41","K00052_3-isopropylmalate dehydrogenase [EC:1.1.1.85]","K00052","variable:Microbe_treatment",0.193811622800877,0.0242483487458066,0.0894621409088095,"K00052","3-isopropylmalate dehydrogenase [EC:1.1.1.85]","Metabolism; Carbohydrate metabolism; C5-Branched dibasic acid metabolism | Metabolism; Amino acid metabolism; Valine, leucine and isoleucine biosynthesis",0.407022735761468,0.370560849363918,0.0364618863975503
"42","K00053_ketol-acid reductoisomerase [EC:1.1.1.86]","K00053","variable:Microbe_treatment",0.264863456159342,0.0332445844033663,0.00195356128809771,"K00053","ketol-acid reductoisomerase [EC:1.1.1.86]","Metabolism; Amino acid metabolism; Valine, leucine and isoleucine biosynthesis | Metabolism; Metabolism of cofactors and vitamins; Pantothenate and CoA biosynthesis",0.361615083955322,0.397104262314073,-0.0354891783587509
"43","K00054_hydroxymethylglutaryl-CoA reductase [EC:1.1.1.88]","K00054","variable:Microbe_treatment",0.44210814284459,0.132769191939675,-0.853831598635564,"K00054","hydroxymethylglutaryl-CoA reductase [EC:1.1.1.88]","Metabolism; Metabolism of terpenoids and polyketides; Terpenoid backbone biosynthesis",0.0947232288176795,-0.800071715271312,0.894794944088992
"44","K00055_aryl-alcohol dehydrogenase [EC:1.1.1.90]","K00055","variable:Microbe_treatment",0.0326694388798858,-0.266832461464499,0.0212354317888117,"K00055","aryl-alcohol dehydrogenase [EC:1.1.1.90]","Metabolism; Amino acid metabolism; Tyrosine metabolism | Metabolism; Amino acid metabolism; Phenylalanine metabolism | Metabolism; Xenobiotics biodegradation and metabolism; Toluene degradation | Metabolism; Xenobiotics biodegradation and metabolism; Xylene degradation",0.625590858400918,-1.16398791252194,1.78957877092286
"45","K00057_glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94]","K00057","variable:Microbe_treatment",0.285443579174911,0.063533466587456,-0.0645255792452982,"K00057","glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94]","Metabolism; Lipid metabolism; Glycerophospholipid metabolism",0.372101219303211,0.347147192989507,0.0249540263137037
"46","K00058_D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399]","K00058","variable:Microbe_treatment",0.175484208001435,0.135348443574902,0.131909764068995,"K00058","D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399]","Metabolism; Energy metabolism; Methane metabolism | Metabolism; Amino acid metabolism; Glycine, serine and threonine metabolism | Brite Hierarchies; Protein families: signaling and cellular processes; Exosome",0.750467122205775,0.369027121950068,0.381440000255707
"47","K00059_3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]","K00059","variable:Microbe_treatment",0.284866735408903,0.157145058956904,0.164047790088539,"K00059","3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]","Metabolism; Lipid metabolism; Fatty acid biosynthesis | Metabolism; Metabolism of cofactors and vitamins; Biotin metabolism | Metabolism; Biosynthesis of other secondary metabolites; Prodigiosin biosynthesis | Brite Hierarchies; Protein families: metabolism; Lipid biosynthesis proteins",1.1878307116913,0.34461838836428,0.843212323327021
"48","K00060_threonine 3-dehydrogenase [EC:1.1.1.103]","K00060","variable:Microbe_treatment",-0.0189822230638587,-0.384480572440068,0.490854765138524,"K00060","threonine 3-dehydrogenase [EC:1.1.1.103]","Metabolism; Amino acid metabolism; Glycine, serine and threonine metabolism",-0.161885292422614,0.38285984451917,-0.544745136941784
"49","K00064_D-threo-aldose 1-dehydrogenase [EC:1.1.1.122]","K00064","variable:Microbe_treatment",0.859240411438432,0.576610906973544,-1.20652736117227,"K00064","D-threo-aldose 1-dehydrogenase [EC:1.1.1.122]","Metabolism; Carbohydrate metabolism; Fructose and mannose metabolism | Metabolism; Carbohydrate metabolism; Ascorbate and aldarate metabolism",0.981992349872835,-0.40213634081462,1.38412869068746
"50","K00065_2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase [EC:1.1.1.127]","K00065","variable:Microbe_treatment",0.367379725483249,0.152133353333679,-0.228941642078263,"K00065","2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase [EC:1.1.1.127]","Metabolism; Carbohydrate metabolism; Pentose and glucuronate interconversions",1.1521634082561,-0.417440374162141,1.56960378241824
"51","K00066_GDP-mannose 6-dehydrogenase [EC:1.1.1.132]","K00066","variable:Microbe_treatment",0.117790323319887,-0.423080104967359,0.0587209369947563,"K00066","GDP-mannose 6-dehydrogenase [EC:1.1.1.132]","Metabolism; Carbohydrate metabolism; Fructose and mannose metabolism | Metabolism; Carbohydrate metabolism; Amino sugar and nucleotide sugar metabolism | Environmental Information Processing; Signal transduction; Two-component system",0.437096213186602,-1.06055670087114,1.49765291405775
"52","K00067_dTDP-4-dehydrorhamnose reductase [EC:1.1.1.133]","K00067","variable:Microbe_treatment",-0.0169644578178382,-0.0137596317326871,0.333104787883117,"K00067","dTDP-4-dehydrorhamnose reductase [EC:1.1.1.133]","Metabolism; Metabolism of terpenoids and polyketides; Polyketide sugar unit biosynthesis | Metabolism; Biosynthesis of other secondary metabolites; Streptomycin biosynthesis",0.370695314878868,0.393887971847231,-0.0231926569683639
"53","K00068_sorbitol-6-phosphate 2-dehydrogenase [EC:1.1.1.140]","K00068","variable:Microbe_treatment",-0.093042495307082,-0.395529293662929,0.489848807436947,"K00068","sorbitol-6-phosphate 2-dehydrogenase [EC:1.1.1.140]","Metabolism; Carbohydrate metabolism; Fructose and mannose metabolism",-0.274330776653602,0.277559775667241,-0.551890552320843
"54","K00073_ureidoglycolate dehydrogenase (NAD+) [EC:1.1.1.350]","K00073","variable:Microbe_treatment",0.427751431172114,0.0682393945669319,-0.60568315721371,"K00073","ureidoglycolate dehydrogenase (NAD+) [EC:1.1.1.350]","Metabolism; Nucleotide metabolism; Purine metabolism",1.13614694140281,-1.41350896811293,2.54965590951574
"55","K00074_3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157]","K00074","variable:Microbe_treatment",-0.370836373643419,0.00416008967840682,0.673041810947104,"K00074","3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157]","Metabolism; Carbohydrate metabolism; Butanoate metabolism | Metabolism; Amino acid metabolism; Phenylalanine metabolism | Metabolism; Xenobiotics biodegradation and metabolism; Benzoate degradation",0.216243539053719,0.558415567335063,-0.342172028281345
"56","K00075_UDP-N-acetylmuramate dehydrogenase [EC:1.3.1.98]","K00075","variable:Microbe_treatment",0.259567048175307,0.045039757534279,-0.0159592702382205,"K00075","UDP-N-acetylmuramate dehydrogenase [EC:1.3.1.98]","Metabolism; Carbohydrate metabolism; Amino sugar and nucleotide sugar metabolism | Metabolism; Glycan biosynthesis and metabolism; Peptidoglycan biosynthesis | Brite Hierarchies; Protein families: metabolism; Peptidoglycan biosynthesis and degradation proteins",0.401093571858291,0.328764790772184,0.0723287810861074
"57","K00076_7-alpha-hydroxysteroid dehydrogenase [EC:1.1.1.159]","K00076","variable:Microbe_treatment",0.536107244529201,0.435606188389314,-0.98681479846655,"K00076","7-alpha-hydroxysteroid dehydrogenase [EC:1.1.1.159]","Metabolism; Lipid metabolism; Secondary bile acid biosynthesis",-0.202687551643377,0.164503065105587,-0.367190616748963
"58","K00077_2-dehydropantoate 2-reductase [EC:1.1.1.169]","K00077","variable:Microbe_treatment",-0.451367624221251,0.0817644327517346,0.631037752876297,"K00077","2-dehydropantoate 2-reductase [EC:1.1.1.169]","Metabolism; Metabolism of cofactors and vitamins; Pantothenate and CoA biosynthesis",0.246696837477472,0.414352288099761,-0.167655450622289
"59","K00078_dihydrodiol dehydrogenase / D-xylose 1-dehydrogenase (NADP) [EC:1.3.1.20 1.1.1.179]","K00078","variable:Microbe_treatment",1.09562165209765,0.140649184252369,-1.14678778211001,"K00078","dihydrodiol dehydrogenase / D-xylose 1-dehydrogenase (NADP) [EC:1.3.1.20 1.1.1.179]","Metabolism; Carbohydrate metabolism; Pentose and glucuronate interconversions | Metabolism; Xenobiotics biodegradation and metabolism; Metabolism of xenobiotics by cytochrome P450",1.43165960832371,-1.20539765412361,2.63705726244732
"60","K00079_carbonyl reductase 1 [EC:1.1.1.184 1.1.1.189 1.1.1.197]","K00079","variable:Microbe_treatment",-0.248856705959164,0.55665923122229,-0.582588428201665,"K00079","carbonyl reductase 1 [EC:1.1.1.184 1.1.1.189 1.1.1.197]","Metabolism; Lipid metabolism; Arachidonic acid metabolism | Metabolism; Metabolism of cofactors and vitamins; Folate biosynthesis | Metabolism; Xenobiotics biodegradation and metabolism; Metabolism of xenobiotics by cytochrome P450 | Human Diseases; Cancers: Overview; Chemical carcinogenesis",-1.06443922507507,0.36963062792162,-1.43406985299669
"61","K00082_5-amino-6-(5-phosphoribosylamino)uracil reductase [EC:1.1.1.193]","K00082","variable:Microbe_treatment",-0.425670544400277,-0.530826363452096,0.634107329685765,"K00082","5-amino-6-(5-phosphoribosylamino)uracil reductase [EC:1.1.1.193]","Metabolism; Metabolism of cofactors and vitamins; Riboflavin metabolism",0.401058929128574,-1.21623557446374,1.61729450359231
"62","K00087_xanthine dehydrogenase molybdenum-binding subunit [EC:1.17.1.4]","K00087","variable:Microbe_treatment",-0.713703208706483,0.137832505996704,0.652451594686661,"K00087","xanthine dehydrogenase molybdenum-binding subunit [EC:1.17.1.4]","Metabolism; Nucleotide metabolism; Purine metabolism",0.160264868907937,0.0333733838343022,0.126891485073635
"63","K00088_IMP dehydrogenase [EC:1.1.1.205]","K00088","variable:Microbe_treatment",0.457321430672346,0.0861522908173729,-0.168395193882256,"K00088","IMP dehydrogenase [EC:1.1.1.205]","Metabolism; Nucleotide metabolism; Purine metabolism | Metabolism; Xenobiotics biodegradation and metabolism; Drug metabolism - other enzymes | Brite Hierarchies; Protein families: signaling and cellular processes; Exosome",0.730693086816425,0.217709952795149,0.512983134021276
