"","kegg.name","id","grpvar","EMO","MEM","MMO","KO","names","Pathway","Bamboo","Larval food","BvL"
"11","K00012_UDPglucose 6-dehydrogenase [EC:1.1.1.22]","K00012","variable:Microbe_treatment",0.0702658263444713,0.1160942573371,0.161787291527756,"K00012","UDPglucose 6-dehydrogenase [EC:1.1.1.22]","Metabolism; Carbohydrate metabolism; Pentose and glucuronate interconversions | Metabolism; Carbohydrate metabolism; Ascorbate and aldarate metabolism | Metabolism; Carbohydrate metabolism; Amino sugar and nucleotide sugar metabolism",0.128876435416011,0.0825042476224357,0.0463721877935749
"12","K00013_histidinol dehydrogenase [EC:1.1.1.23]","K00013","variable:Microbe_treatment",-0.020306978393216,-0.0242703268232117,0.349193119545489,"K00013","histidinol dehydrogenase [EC:1.1.1.23]","Metabolism; Amino acid metabolism; Histidine metabolism",0.0478497966828424,0.137100323531261,-0.0892505268484183
"13","K00014_shikimate dehydrogenase [EC:1.1.1.25]","K00014","variable:Microbe_treatment",-0.0655431869692685,-0.0113264782634467,0.418968520806266,"K00014","shikimate dehydrogenase [EC:1.1.1.25]","Metabolism; Amino acid metabolism; Phenylalanine, tyrosine and tryptophan biosynthesis",0.0188511587924087,0.188857113356215,-0.170005954563806
"14","K00015_glyoxylate reductase [EC:1.1.1.26]","K00015","variable:Microbe_treatment",0.0649589478220163,-0.289014260028436,0.394424510874763,"K00015","glyoxylate reductase [EC:1.1.1.26]","Metabolism; Carbohydrate metabolism; Glyoxylate and dicarboxylate metabolism",0.0198149213971136,0.083626207698213,-0.0638112863010994
"15","K00016_L-lactate dehydrogenase [EC:1.1.1.27]","K00016","variable:Microbe_treatment",0.147113599266605,0.0634096662062601,-0.209831798946347,"K00016","L-lactate dehydrogenase [EC:1.1.1.27]","Metabolism; Carbohydrate metabolism; Glycolysis / Gluconeogenesis | Metabolism; Carbohydrate metabolism; Pyruvate metabolism | Metabolism; Carbohydrate metabolism; Propanoate metabolism | Metabolism; Amino acid metabolism; Cysteine and methionine metabolism | Organismal Systems; Endocrine system; Glucagon signaling pathway | Brite Hierarchies; Protein families: signaling and cellular processes; Exosome",-0.230392973471916,0.230812803340188,-0.461205776812104
"16","K00018_glycerate dehydrogenase [EC:1.1.1.29]","K00018","variable:Microbe_treatment",0.15436651584712,0.315188106132474,-0.25717222409732,"K00018","glycerate dehydrogenase [EC:1.1.1.29]","Metabolism; Carbohydrate metabolism; Glyoxylate and dicarboxylate metabolism | Metabolism; Energy metabolism; Methane metabolism | Metabolism; Amino acid metabolism; Glycine, serine and threonine metabolism",0.0763515738396946,0.0525982316922457,0.0237533421474489
"17","K00019_3-hydroxybutyrate dehydrogenase [EC:1.1.1.30]","K00019","variable:Microbe_treatment",-0.117158604843599,-0.0258836903102657,0.416496896256037,"K00019","3-hydroxybutyrate dehydrogenase [EC:1.1.1.30]","Metabolism; Carbohydrate metabolism; Butanoate metabolism | Metabolism; Lipid metabolism; Synthesis and degradation of ketone bodies",0.00426520989847218,0.161765110813348,-0.157499900914876
"18","K00020_3-hydroxyisobutyrate dehydrogenase [EC:1.1.1.31]","K00020","variable:Microbe_treatment",0.112970479866069,0.195356425053766,0.0216143978776072,"K00020","3-hydroxyisobutyrate dehydrogenase [EC:1.1.1.31]","Metabolism; Amino acid metabolism; Valine, leucine and isoleucine degradation",0.262588837816256,-0.0622621287437436,0.32485096656
"19","K00021_hydroxymethylglutaryl-CoA reductase (NADPH) [EC:1.1.1.34]","K00021","variable:Microbe_treatment",-0.326420343899348,-0.266842125134495,0.59523956509831,"K00021","hydroxymethylglutaryl-CoA reductase (NADPH) [EC:1.1.1.34]","Metabolism; Metabolism of terpenoids and polyketides; Terpenoid backbone biosynthesis | Environmental Information Processing; Signal transduction; AMPK signaling pathway | Organismal Systems; Digestive system; Bile secretion",0.0536174290702138,-0.0524170181342172,0.106034447204431
"20","K00022_3-hydroxyacyl-CoA dehydrogenase [EC:1.1.1.35]","K00022","variable:Microbe_treatment",0.255823672476048,0.0170187955728124,-0.63757805056652,"K00022","3-hydroxyacyl-CoA dehydrogenase [EC:1.1.1.35]","Metabolism; Carbohydrate metabolism; Butanoate metabolism | Metabolism; Lipid metabolism; Fatty acid elongation | Metabolism; Lipid metabolism; Fatty acid degradation | Metabolism; Amino acid metabolism; Valine, leucine and isoleucine degradation | Metabolism; Amino acid metabolism; Lysine degradation | Metabolism; Amino acid metabolism; Tryptophan metabolism | Metabolism; Metabolism of terpenoids and polyketides; Geraniol degradation | Metabolism; Xenobiotics biodegradation and metabolism; Caprolactam degradation",-0.31278991163772,0.0913375553915974,-0.404127467029318
"21","K00023_acetoacetyl-CoA reductase [EC:1.1.1.36]","K00023","variable:Microbe_treatment",-0.149961679176796,-0.268957679919058,0.612847980520217,"K00023","acetoacetyl-CoA reductase [EC:1.1.1.36]","Metabolism; Carbohydrate metabolism; Glyoxylate and dicarboxylate metabolism | Metabolism; Carbohydrate metabolism; Butanoate metabolism",-0.00578427083648862,0.123529706753502,-0.12931397758999
"22","K00024_malate dehydrogenase [EC:1.1.1.37]","K00024","variable:Microbe_treatment",0.00275891307418834,0.00390253220729898,0.265254902560255,"K00024","malate dehydrogenase [EC:1.1.1.37]","Metabolism; Carbohydrate metabolism; Citrate cycle (TCA cycle) | Metabolism; Carbohydrate metabolism; Pyruvate metabolism | Metabolism; Carbohydrate metabolism; Glyoxylate and dicarboxylate metabolism | Metabolism; Energy metabolism; Carbon fixation in photosynthetic organisms | Metabolism; Energy metabolism; Carbon fixation pathways in prokaryotes | Metabolism; Energy metabolism; Methane metabolism | Metabolism; Amino acid metabolism; Cysteine and methionine metabolism",0.0248621521740031,0.140234204797087,-0.115372052623084
"23","K00027_malate dehydrogenase (oxaloacetate-decarboxylating) [EC:1.1.1.38]","K00027","variable:Microbe_treatment",0.207626286723504,0.425166402299919,-0.440015300166105,"K00027","malate dehydrogenase (oxaloacetate-decarboxylating) [EC:1.1.1.38]","Metabolism; Carbohydrate metabolism; Pyruvate metabolism | Environmental Information Processing; Signal transduction; Two-component system",0.274753750310015,-0.157707295180124,0.432461045490138
"24","K00029_malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40]","K00029","variable:Microbe_treatment",-0.0334463841133756,-0.0353392316539653,0.464751478133849,"K00029","malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40]","Metabolism; Carbohydrate metabolism; Pyruvate metabolism | Metabolism; Energy metabolism; Carbon fixation in photosynthetic organisms",-0.0379243958610653,0.278338486004972,-0.316262881866038
"25","K00030_isocitrate dehydrogenase (NAD+) [EC:1.1.1.41]","K00030","variable:Microbe_treatment",0.296430244581198,-0.463359465840159,-0.0502184124805347,"K00030","isocitrate dehydrogenase (NAD+) [EC:1.1.1.41]","Metabolism; Carbohydrate metabolism; Citrate cycle (TCA cycle)",-0.00928532940110907,-0.122557730200988,0.113272400799879
"26","K00031_isocitrate dehydrogenase [EC:1.1.1.42]","K00031","variable:Microbe_treatment",0.049907655091296,0.07727605797082,0.235005162672814,"K00031","isocitrate dehydrogenase [EC:1.1.1.42]","Metabolism; Carbohydrate metabolism; Citrate cycle (TCA cycle) | Metabolism; Energy metabolism; Carbon fixation pathways in prokaryotes | Metabolism; Metabolism of other amino acids; Glutathione metabolism | Cellular Processes; Transport and catabolism; Peroxisome",0.00456670697145707,0.215339394275878,-0.210772687304421
"27","K00032_phosphogluconate 2-dehydrogenase [EC:1.1.1.43]","K00032","variable:Microbe_treatment",-0.0457890758216821,-0.240224254805173,-0.0610861247905587,"K00032","phosphogluconate 2-dehydrogenase [EC:1.1.1.43]","Metabolism; Carbohydrate metabolism; Pentose phosphate pathway | Metabolism; Metabolism of other amino acids; Glutathione metabolism",0.0150593041031294,-0.225803733597366,0.240863037700495
"28","K00033_6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]","K00033","variable:Microbe_treatment",0.0226189203397853,-0.225995630285708,0.421734404257461,"K00033","6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]","Metabolism; Carbohydrate metabolism; Pentose phosphate pathway | Metabolism; Metabolism of other amino acids; Glutathione metabolism",0.0336639660937137,0.0989137922263685,-0.0652498261326547
"29","K00034_glucose 1-dehydrogenase [EC:1.1.1.47]","K00034","variable:Microbe_treatment",-0.0673469024973374,-0.267354185515823,0.605518071516803,"K00034","glucose 1-dehydrogenase [EC:1.1.1.47]","Metabolism; Carbohydrate metabolism; Pentose phosphate pathway",-0.00628158145771215,0.170710449884458,-0.17699203134217
"30","K00035_D-galactose 1-dehydrogenase [EC:1.1.1.48]","K00035","variable:Microbe_treatment",-0.0845504051689435,-0.28638086024049,0.52965874909092,"K00035","D-galactose 1-dehydrogenase [EC:1.1.1.48]","Metabolism; Carbohydrate metabolism; Galactose metabolism",0.192512615156548,-0.096139853772399,0.288652468928947
"31","K00036_glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]","K00036","variable:Microbe_treatment",-0.0792173501763275,-0.194405038391428,0.56741557366973,"K00036","glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]","Metabolism; Carbohydrate metabolism; Pentose phosphate pathway | Metabolism; Metabolism of other amino acids; Glutathione metabolism | Human Diseases; Cancers: Overview; Central carbon metabolism in cancer | Brite Hierarchies; Protein families: signaling and cellular processes; Exosome",0.00290482328645062,0.175474244203449,-0.172569420916998
"32","K00038_3alpha(or 20beta)-hydroxysteroid dehydrogenase [EC:1.1.1.53]","K00038","variable:Microbe_treatment",-0.0589882413953782,-0.0275704267382444,0.305749109998255,"K00038","3alpha(or 20beta)-hydroxysteroid dehydrogenase [EC:1.1.1.53]","Metabolism; Lipid metabolism; Steroid hormone biosynthesis",0.148406921714814,-0.0153235535320529,0.163730475246867
"33","K00039_ribitol 2-dehydrogenase [EC:1.1.1.56]","K00039","variable:Microbe_treatment",0.0600559028600292,0.192456131672611,-0.306199113850752,"K00039","ribitol 2-dehydrogenase [EC:1.1.1.56]","Metabolism; Carbohydrate metabolism; Pentose and glucuronate interconversions",0.123426546649145,-0.156023120125473,0.279449666774618
"34","K00040_fructuronate reductase [EC:1.1.1.57]","K00040","variable:Microbe_treatment",-0.16522084790826,-0.296599162641402,0.735001060662316,"K00040","fructuronate reductase [EC:1.1.1.57]","Metabolism; Carbohydrate metabolism; Pentose and glucuronate interconversions",0.0655541781179961,0.100310053750053,-0.0347558756320574
"35","K00041_tagaturonate reductase [EC:1.1.1.58]","K00041","variable:Microbe_treatment",0.197752930771907,0.0737682513936274,-0.0842024355215992,"K00041","tagaturonate reductase [EC:1.1.1.58]","Metabolism; Carbohydrate metabolism; Pentose and glucuronate interconversions",-0.0367781421417968,0.150510335548952,-0.187288477690749
"36","K00042_2-hydroxy-3-oxopropionate reductase [EC:1.1.1.60]","K00042","variable:Microbe_treatment",-0.283553771458946,-0.225790219090717,0.708539901449547,"K00042","2-hydroxy-3-oxopropionate reductase [EC:1.1.1.60]","Metabolism; Carbohydrate metabolism; Glyoxylate and dicarboxylate metabolism",-0.338222434450862,0.459165950624626,-0.797388385075488
"37","K00043_4-hydroxybutyrate dehydrogenase [EC:1.1.1.61]","K00043","variable:Microbe_treatment",0.105811301629361,0.195644365852962,-0.216977829013642,"K00043","4-hydroxybutyrate dehydrogenase [EC:1.1.1.61]","Metabolism; Carbohydrate metabolism; Butanoate metabolism",0.0229453990464916,0.0283460495430163,-0.00540065049652467
"38","K00044_17beta-estradiol 17-dehydrogenase [EC:1.1.1.62]","K00044","variable:Microbe_treatment",1.02781288316343,0.91656919542424,-2.06380294431734,"K00044","17beta-estradiol 17-dehydrogenase [EC:1.1.1.62]","Metabolism; Lipid metabolism; Steroid hormone biosynthesis | Organismal Systems; Endocrine system; Ovarian steroidogenesis",-0.812038741467461,0.739531332351417,-1.55157007381888
"39","K00045_mannitol 2-dehydrogenase [EC:1.1.1.67]","K00045","variable:Microbe_treatment",0.455519749535693,0.352948916172212,-0.835080707107206,"K00045","mannitol 2-dehydrogenase [EC:1.1.1.67]","Metabolism; Carbohydrate metabolism; Fructose and mannose metabolism",-0.368442960391699,0.352285229819555,-0.720728190211254
"40","K00046_gluconate 5-dehydrogenase [EC:1.1.1.69]","K00046","variable:Microbe_treatment",0.0116180892737574,-0.00997005223712055,0.250838246407452,"K00046","gluconate 5-dehydrogenase [EC:1.1.1.69]","Not Included in Pathway or Brite; Unclassified: metabolism; Enzymes with EC numbers",0.151098789871269,0.00220043583784527,0.148898354033423
"41","K00048_lactaldehyde reductase [EC:1.1.1.77]","K00048","variable:Microbe_treatment",0.510628633531292,0.69068029487249,-1.32021635974656,"K00048","lactaldehyde reductase [EC:1.1.1.77]","Metabolism; Carbohydrate metabolism; Glyoxylate and dicarboxylate metabolism | Metabolism; Carbohydrate metabolism; Propanoate metabolism",-0.379178634710986,0.306982961713392,-0.686161596424379
"42","K00050_hydroxypyruvate reductase [EC:1.1.1.81]","K00050","variable:Microbe_treatment",0.025443098418709,0.142431239765771,-0.0268641474616121,"K00050","hydroxypyruvate reductase [EC:1.1.1.81]","Metabolism; Carbohydrate metabolism; Glyoxylate and dicarboxylate metabolism | Metabolism; Amino acid metabolism; Glycine, serine and threonine metabolism",-0.250471128203076,0.336086682284044,-0.58655781048712
"43","K00052_3-isopropylmalate dehydrogenase [EC:1.1.1.85]","K00052","variable:Microbe_treatment",0.0443748209709069,0.0481874693544196,0.207286086928875,"K00052","3-isopropylmalate dehydrogenase [EC:1.1.1.85]","Metabolism; Carbohydrate metabolism; C5-Branched dibasic acid metabolism | Metabolism; Amino acid metabolism; Valine, leucine and isoleucine biosynthesis",0.103946930142855,0.0781085995128073,0.0258383306300479
"44","K00053_ketol-acid reductoisomerase [EC:1.1.1.86]","K00053","variable:Microbe_treatment",0.0150943736429808,0.00113947556555847,0.274699643676163,"K00053","ketol-acid reductoisomerase [EC:1.1.1.86]","Metabolism; Amino acid metabolism; Valine, leucine and isoleucine biosynthesis | Metabolism; Metabolism of cofactors and vitamins; Pantothenate and CoA biosynthesis",0.0387330366549703,0.137909744028794,-0.0991767073738235
"45","K00054_hydroxymethylglutaryl-CoA reductase [EC:1.1.1.88]","K00054","variable:Microbe_treatment",0.152988033766515,0.0887471097602912,-0.176744780108238,"K00054","hydroxymethylglutaryl-CoA reductase [EC:1.1.1.88]","Metabolism; Metabolism of terpenoids and polyketides; Terpenoid backbone biosynthesis",-0.465332861295302,0.504792321249794,-0.970125182545096
"46","K00055_aryl-alcohol dehydrogenase [EC:1.1.1.90]","K00055","variable:Microbe_treatment",-0.094000880644002,-0.148406509994643,0.490537928406379,"K00055","aryl-alcohol dehydrogenase [EC:1.1.1.90]","Metabolism; Amino acid metabolism; Tyrosine metabolism | Metabolism; Amino acid metabolism; Phenylalanine metabolism | Metabolism; Xenobiotics biodegradation and metabolism; Toluene degradation | Metabolism; Xenobiotics biodegradation and metabolism; Xylene degradation",0.223068338717249,-0.0724137415814685,0.295482080298718
"47","K00057_glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94]","K00057","variable:Microbe_treatment",-0.0125038553670269,-0.0267959243969718,0.319981009423723,"K00057","glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94]","Metabolism; Lipid metabolism; Glycerophospholipid metabolism",0.039159638438022,0.131258392161434,-0.092098753723412
"48","K00058_D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399]","K00058","variable:Microbe_treatment",0.0960904609807633,0.0856789534349109,0.170626141387754,"K00058","D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399]","Metabolism; Energy metabolism; Methane metabolism | Metabolism; Amino acid metabolism; Glycine, serine and threonine metabolism | Brite Hierarchies; Protein families: signaling and cellular processes; Exosome",0.106965070393573,0.106994932150332,-2.98617567586895e-05
"49","K00059_3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]","K00059","variable:Microbe_treatment",0.120135733903192,0.155227274055405,0.260240708803909,"K00059","3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]","Metabolism; Lipid metabolism; Fatty acid biosynthesis | Metabolism; Metabolism of cofactors and vitamins; Biotin metabolism | Metabolism; Biosynthesis of other secondary metabolites; Prodigiosin biosynthesis | Brite Hierarchies; Protein families: metabolism; Lipid biosynthesis proteins",0.143670218598625,0.181526199783435,-0.0378559811848103
"50","K00060_threonine 3-dehydrogenase [EC:1.1.1.103]","K00060","variable:Microbe_treatment",-0.479317182520645,-0.341623122388759,0.926395059157679,"K00060","threonine 3-dehydrogenase [EC:1.1.1.103]","Metabolism; Amino acid metabolism; Glycine, serine and threonine metabolism",-0.440113908771474,0.504141672787358,-0.944255581558832
"51","K00061_11-cis-retinol dehydrogenase [EC:1.1.1.315]","K00061","variable:Microbe_treatment",0.264425423685591,0.644091332422799,-1.10008328477775,"K00061","11-cis-retinol dehydrogenase [EC:1.1.1.315]","Metabolism; Metabolism of cofactors and vitamins; Retinol metabolism",-0.212431913232755,0.0961206423145499,-0.308552555547305
"52","K00064_D-threo-aldose 1-dehydrogenase [EC:1.1.1.122]","K00064","variable:Microbe_treatment",-0.0844752422127578,-0.0373715662020115,0.236397107312237,"K00064","D-threo-aldose 1-dehydrogenase [EC:1.1.1.122]","Metabolism; Carbohydrate metabolism; Fructose and mannose metabolism | Metabolism; Carbohydrate metabolism; Ascorbate and aldarate metabolism",-0.0354436070005382,0.104993809436061,-0.1404374164366
"53","K00065_2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase [EC:1.1.1.127]","K00065","variable:Microbe_treatment",-0.125663414375008,-0.225882680238481,0.638393912980562,"K00065","2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase [EC:1.1.1.127]","Metabolism; Carbohydrate metabolism; Pentose and glucuronate interconversions",0.116902444623306,0.0572596835216022,0.0596427611017035
"54","K00066_GDP-mannose 6-dehydrogenase [EC:1.1.1.132]","K00066","variable:Microbe_treatment",-0.229154371965309,-0.0766617326271553,0.103231675341702,"K00066","GDP-mannose 6-dehydrogenase [EC:1.1.1.132]","Metabolism; Carbohydrate metabolism; Fructose and mannose metabolism | Metabolism; Carbohydrate metabolism; Amino sugar and nucleotide sugar metabolism | Environmental Information Processing; Signal transduction; Two-component system",0.0890554514456904,-0.212056335775875,0.301111787221566
"55","K00067_dTDP-4-dehydrorhamnose reductase [EC:1.1.1.133]","K00067","variable:Microbe_treatment",0.0804066030364664,0.0763305240142631,0.111206733611503,"K00067","dTDP-4-dehydrorhamnose reductase [EC:1.1.1.133]","Metabolism; Metabolism of terpenoids and polyketides; Polyketide sugar unit biosynthesis | Metabolism; Biosynthesis of other secondary metabolites; Streptomycin biosynthesis",0.0536073517039089,0.109077075397363,-0.055469723693454
"56","K00068_sorbitol-6-phosphate 2-dehydrogenase [EC:1.1.1.140]","K00068","variable:Microbe_treatment",-0.16752996780202,-0.0840401151044285,0.266296699002741,"K00068","sorbitol-6-phosphate 2-dehydrogenase [EC:1.1.1.140]","Metabolism; Carbohydrate metabolism; Fructose and mannose metabolism",-0.0982457456109019,0.10718713765043,-0.205432883261332
"57","K00069_15-hydroxyprostaglandin dehydrogenase (NAD) [EC:1.1.1.141]","K00069","variable:Microbe_treatment",-0.052166944605679,-0.176422597671597,-0.098036616604607,"K00069","15-hydroxyprostaglandin dehydrogenase (NAD) [EC:1.1.1.141]","Human Diseases; Cancers: Overview; Transcriptional misregulation in cancer | Brite Hierarchies; Protein families: signaling and cellular processes; Exosome",-0.12462164717496,-0.073692243662689,-0.0509294035122708
"58","K00073_ureidoglycolate dehydrogenase (NAD+) [EC:1.1.1.350]","K00073","variable:Microbe_treatment",0.271446972943212,0.466421125937461,-0.809410719840205,"K00073","ureidoglycolate dehydrogenase (NAD+) [EC:1.1.1.350]","Metabolism; Nucleotide metabolism; Purine metabolism",0.224781298095462,-0.268219017755689,0.493000315851151
"59","K00074_3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157]","K00074","variable:Microbe_treatment",0.0537103677442458,0.100058726554423,0.1676500372361,"K00074","3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157]","Metabolism; Carbohydrate metabolism; Butanoate metabolism | Metabolism; Amino acid metabolism; Phenylalanine metabolism | Metabolism; Xenobiotics biodegradation and metabolism; Benzoate degradation",-0.0120783347824705,0.207230734034635,-0.219309068817105
"60","K00075_UDP-N-acetylmuramate dehydrogenase [EC:1.3.1.98]","K00075","variable:Microbe_treatment",-0.0272494589611475,-0.0125197735138816,0.310555522904004,"K00075","UDP-N-acetylmuramate dehydrogenase [EC:1.3.1.98]","Metabolism; Carbohydrate metabolism; Amino sugar and nucleotide sugar metabolism | Metabolism; Glycan biosynthesis and metabolism; Peptidoglycan biosynthesis | Brite Hierarchies; Protein families: metabolism; Peptidoglycan biosynthesis and degradation proteins",0.00347350677214741,0.160936726089463,-0.157463219317315
"61","K00076_7-alpha-hydroxysteroid dehydrogenase [EC:1.1.1.159]","K00076","variable:Microbe_treatment",0.423055122529449,0.180756377261551,-0.646903326450535,"K00076","7-alpha-hydroxysteroid dehydrogenase [EC:1.1.1.159]","Metabolism; Lipid metabolism; Secondary bile acid biosynthesis",-0.440222821998036,0.414059247600297,-0.854282069598333
"62","K00077_2-dehydropantoate 2-reductase [EC:1.1.1.169]","K00077","variable:Microbe_treatment",-0.0671233091243105,0.0566542011015961,0.261269807899747,"K00077","2-dehydropantoate 2-reductase [EC:1.1.1.169]","Metabolism; Metabolism of cofactors and vitamins; Pantothenate and CoA biosynthesis",0.00411616752242669,0.148159641578969,-0.144043474056542
"63","K00078_dihydrodiol dehydrogenase / D-xylose 1-dehydrogenase (NADP) [EC:1.3.1.20 1.1.1.179]","K00078","variable:Microbe_treatment",0.369974487399745,-0.139099075055834,-0.228545534315526,"K00078","dihydrodiol dehydrogenase / D-xylose 1-dehydrogenase (NADP) [EC:1.3.1.20 1.1.1.179]","Metabolism; Carbohydrate metabolism; Pentose and glucuronate interconversions | Metabolism; Xenobiotics biodegradation and metabolism; Metabolism of xenobiotics by cytochrome P450",0.165645010343033,-0.164230404793472,0.329875415136505
