"","kegg.name","id","grpvar","EMO","MEM","MMO","KO","names","Pathway","Bamboo","Larval food","BvL","sBvL","food_indicator"
"11","K00166_2-oxoisovalerate dehydrogenase E1 component alpha subunit [EC:1.2.4.4]","K00166","variable:Microbe_treatment",0.237067657939109,0.401309431254443,-0.843496727559351,"K00166","2-oxoisovalerate dehydrogenase E1 component alpha subunit [EC:1.2.4.4]","Metabolism; Carbohydrate metabolism; Propanoate metabolism | Metabolism; Amino acid metabolism; Valine, leucine and isoleucine degradation",0.697586800819216,-1.2162410936977,1.91382789451691,1.43386798072107,"Bamboo"
"12","K00276_primary-amine oxidase [EC:1.4.3.21]","K00276","variable:Microbe_treatment",0.683138958978693,0.14845123400925,-0.614410554743326,"K00276","primary-amine oxidase [EC:1.4.3.21]","Metabolism; Amino acid metabolism; Glycine, serine and threonine metabolism | Metabolism; Amino acid metabolism; Tyrosine metabolism | Metabolism; Amino acid metabolism; Phenylalanine metabolism | Metabolism; Metabolism of other amino acids; beta-Alanine metabolism | Metabolism; Biosynthesis of other secondary metabolites; Isoquinoline alkaloid biosynthesis | Metabolism; Biosynthesis of other secondary metabolites; Tropane, piperidine and pyridine alkaloid biosynthesis",1.1425023643108,-0.593353815694072,1.73585618000487,1.30174193308553,"Bamboo"
"13","K00315_dimethylglycine dehydrogenase [EC:1.5.8.4]","K00315","variable:Microbe_treatment",0.584162609265436,0.383465872922498,-1.2292997263973,"K00315","dimethylglycine dehydrogenase [EC:1.5.8.4]","Metabolism; Amino acid metabolism; Glycine, serine and threonine metabolism",0.864983688504468,-1.52663127726442,2.39161496576888,1.78857669108531,"Bamboo"
"14","K00320_5,10-methylenetetrahydromethanopterin reductase [EC:1.5.98.2]","K00320","variable:Microbe_treatment",0.397408554332955,0.03983801920855,-0.596077762468069,"K00320","5,10-methylenetetrahydromethanopterin reductase [EC:1.5.98.2]","Metabolism; Energy metabolism; Methane metabolism",1.07258952822047,-1.47420138087421,2.54679090909468,1.90377917781736,"Bamboo"
"15","K00387_sulfite oxidase [EC:1.8.3.1]","K00387","variable:Microbe_treatment",0.569224293886276,0.040364602530155,-0.605552841709754,"K00387","sulfite oxidase [EC:1.8.3.1]","Metabolism; Energy metabolism; Sulfur metabolism",2.04592030352034,-2.03571495645271,4.08163525997305,3.04324630254164,"Bamboo"
"16","K00389_putative membrane protein","K00389","variable:Microbe_treatment",0.710719455880953,0.191168305339911,-1.05978735883282,"K00389","putative membrane protein","Not Included in Pathway or Brite; Poorly characterized; General function prediction only",1.39374944404407,-1.79300572587885,3.18675516992292,2.37888809410254,"Bamboo"
"17","K00392_sulfite reductase (ferredoxin) [EC:1.8.7.1]","K00392","variable:Microbe_treatment",-1.32237230729744,0.0176834030006536,0.999660235748168,"K00392","sulfite reductase (ferredoxin) [EC:1.8.7.1]","Metabolism; Energy metabolism; Sulfur metabolism",0.801789857272031,-1.57306865658238,2.37485851385441,1.77613671560986,"Bamboo"
"18","K00485_dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]","K00485","variable:Microbe_treatment",0.845843377293855,0.25723657612278,-1.1893969299717,"K00485","dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]","Metabolism; Xenobiotics biodegradation and metabolism; Drug metabolism - cytochrome P450",2.03951672976521,-2.25777311318734,4.29728984295255,3.20334807928573,"Bamboo"
"19","K00493_unspecific monooxygenase [EC:1.14.14.1]","K00493","variable:Microbe_treatment",0.456397179723151,0.0930368438462224,-0.462616028949716,"K00493","unspecific monooxygenase [EC:1.14.14.1]","Metabolism; Lipid metabolism; Fatty acid degradation | Metabolism; Amino acid metabolism; Tryptophan metabolism | Metabolism; Xenobiotics biodegradation and metabolism; Aminobenzoate degradation",1.4406776996187,-1.22115446933548,2.66183216895419,1.98918571009652,"Bamboo"
"20","K00520_mercuric reductase [EC:1.16.1.1]","K00520","variable:Microbe_treatment",-0.945497416138409,0.0988629499645092,0.561205923417837,"K00520","mercuric reductase [EC:1.16.1.1]","Not Included in Pathway or Brite; Unclassified: metabolism; Enzymes with EC numbers",0.58896557244078,-1.3106845662432,1.89965013868398,1.42334242699652,"Bamboo"
"21","K00712_poly(glycerol-phosphate) alpha-glucosyltransferase [EC:2.4.1.52]","K00712","variable:Microbe_treatment",0.922868802128764,0.39981935359651,-1.44809416580296,"K00712","poly(glycerol-phosphate) alpha-glucosyltransferase [EC:2.4.1.52]","Brite Hierarchies; Protein families: metabolism; Glycosyltransferases",1.72071975088125,-2.0378145254126,3.75853427629385,2.80337641042012,"Bamboo"
"22","K00728_dolichyl-phosphate-mannose-protein mannosyltransferase [EC:2.4.1.109]","K00728","variable:Microbe_treatment",0.574191747383606,0.00850946203882756,-0.579164312110239,"K00728","dolichyl-phosphate-mannose-protein mannosyltransferase [EC:2.4.1.109]","Metabolism; Glycan biosynthesis and metabolism; Mannose type O-glycan biosynthesis | Metabolism; Glycan biosynthesis and metabolism; Other types of O-glycan biosynthesis | Brite Hierarchies; Protein families: metabolism; Glycosyltransferases",1.32472937829445,-1.31578617329929,2.64051555159374,1.97336027171988,"Bamboo"
"23","K00737_beta-1,4-mannosyl-glycoprotein beta-1,4-N-acetylglucosaminyltransferase [EC:2.4.1.144]","K00737","variable:Microbe_treatment",1.01314206169569,0.710045846318049,-2.03735717157067,"K00737","beta-1,4-mannosyl-glycoprotein beta-1,4-N-acetylglucosaminyltransferase [EC:2.4.1.144]","Metabolism; Glycan biosynthesis and metabolism; N-Glycan biosynthesis | Brite Hierarchies; Protein families: metabolism; Glycosyltransferases",1.08282371179366,-1.87721491944432,2.96003863123799,2.21057393096611,"Bamboo"
"24","K00750_glycogenin [EC:2.4.1.186]","K00750","variable:Microbe_treatment",1.00997016347664,0.769059022402462,-2.11312546477134,"K00750","glycogenin [EC:2.4.1.186]","Metabolism; Carbohydrate metabolism; Starch and sucrose metabolism | Brite Hierarchies; Protein families: metabolism; Glycosyltransferases",1.29727882744251,-2.14205639561065,3.43933522305316,2.56640330809692,"Bamboo"
"25","K00752_hyaluronan synthase [EC:2.4.1.212]","K00752","variable:Microbe_treatment",0.98005856614723,0.270131296115167,-1.28601753450271,"K00752","hyaluronan synthase [EC:2.4.1.212]","Brite Hierarchies; Protein families: metabolism; Glycosyltransferases | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters",1.05868826162604,-1.14928015306718,2.20796841469322,1.65223764967048,"Bamboo"
"26","K00803_alkyldihydroxyacetonephosphate synthase [EC:2.5.1.26]","K00803","variable:Microbe_treatment",0.67102318174702,0.18928548490588,-0.70284779557561,"K00803","alkyldihydroxyacetonephosphate synthase [EC:2.5.1.26]","Metabolism; Lipid metabolism; Ether lipid metabolism | Cellular Processes; Transport and catabolism; Peroxisome",1.07698778476122,-0.678840842833698,1.75582862759491,1.31656946098183,"Bamboo"
"27","K00805_heptaprenyl diphosphate synthase [EC:2.5.1.30]","K00805","variable:Microbe_treatment",0.456142434815066,0.0556465370014018,-0.473885175064641,"K00805","heptaprenyl diphosphate synthase [EC:2.5.1.30]","Metabolism; Metabolism of terpenoids and polyketides; Terpenoid backbone biosynthesis | Brite Hierarchies; Protein families: metabolism; Prenyltransferases",0.966269956604461,-0.870428490334568,1.83669844693903,1.37660714524101,"Bamboo"
"28","K00839_(S)-ureidoglycine---glyoxylate transaminase [EC:2.6.1.112]","K00839","variable:Microbe_treatment",0.72593748771523,0.13302825862867,-1.01793440396133,"K00839","(S)-ureidoglycine---glyoxylate transaminase [EC:2.6.1.112]","Metabolism; Nucleotide metabolism; Purine metabolism | Brite Hierarchies; Protein families: metabolism; Amino acid related enzymes",1.9915282786954,-2.39348772715822,4.38501600585362,3.26847590709887,"Bamboo"
"29","K00863_triose/dihydroxyacetone kinase / FAD-AMP lyase (cyclizing) [EC:2.7.1.28 2.7.1.29 4.6.1.15]","K00863","variable:Microbe_treatment",0.445185078403583,0.0277007580618092,-0.46184263128219,"K00863","triose/dihydroxyacetone kinase / FAD-AMP lyase (cyclizing) [EC:2.7.1.28 2.7.1.29 4.6.1.15]","Metabolism; Carbohydrate metabolism; Fructose and mannose metabolism | Metabolism; Energy metabolism; Methane metabolism | Metabolism; Lipid metabolism; Glycerolipid metabolism | Organismal Systems; Immune system; RIG-I-like receptor signaling pathway",0.930268849475548,-0.902345605162923,1.83261445463847,1.37357519287304,"Bamboo"
"30","K00883_2-dehydro-3-deoxygalactonokinase [EC:2.7.1.58]","K00883","variable:Microbe_treatment",0.346429192330211,0.106736971008744,-0.516119912755378,"K00883","2-dehydro-3-deoxygalactonokinase [EC:2.7.1.58]","Metabolism; Carbohydrate metabolism; Galactose metabolism",0.925942666237485,-1.08512407201491,2.01106673825239,1.50605801459608,"Bamboo"
"31","K00918_ADP-dependent phosphofructokinase/glucokinase [EC:2.7.1.146 2.7.1.147]","K00918","variable:Microbe_treatment",0.931038115942739,0.436584276415815,-1.55743413539201,"K00918","ADP-dependent phosphofructokinase/glucokinase [EC:2.7.1.146 2.7.1.147]","Metabolism; Carbohydrate metabolism; Glycolysis / Gluconeogenesis | Metabolism; Carbohydrate metabolism; Pentose phosphate pathway | Metabolism; Energy metabolism; Methane metabolism",1.98271447687181,-2.46266206330177,4.44537654017358,3.31328751581283,"Bamboo"
"32","K00936_two-component system, sensor histidine kinase PdtaS [EC:2.7.13.3]","K00936","variable:Microbe_treatment",0.479111991762413,0.0544917285624755,-0.485007007003262,"K00936","two-component system, sensor histidine kinase PdtaS [EC:2.7.13.3]","Brite Hierarchies; Protein families: metabolism; Protein kinases | Brite Hierarchies; Protein families: signaling and cellular processes; Two-component system",1.20103468979795,-1.07815569983456,2.27919038963251,1.70511278254948,"Bamboo"
"33","K01004_phosphatidylcholine synthase [EC:2.7.8.24]","K01004","variable:Microbe_treatment",0.878801130971755,0.495906902781103,-1.55337725613285,"K01004","phosphatidylcholine synthase [EC:2.7.8.24]","Metabolism; Lipid metabolism; Glycerophospholipid metabolism",0.650320582794497,-1.10209380124853,1.75241438404302,1.31403472950828,"Bamboo"
"34","K01060_cephalosporin-C deacetylase [EC:3.1.1.41]","K01060","variable:Microbe_treatment",0.714968651238616,0.111472520387181,-0.789936570372436,"K01060","cephalosporin-C deacetylase [EC:3.1.1.41]","Metabolism; Biosynthesis of other secondary metabolites; Penicillin and cephalosporin biosynthesis",1.29729313485604,-1.20498959775586,2.5022827326119,1.87073634591422,"Bamboo"
"35","K01174_micrococcal nuclease [EC:3.1.31.1]","K01174","variable:Microbe_treatment",0.383990095182864,0.144587108172703,-0.6477761951911,"K01174","micrococcal nuclease [EC:3.1.31.1]","Not Included in Pathway or Brite; Unclassified: metabolism; Enzymes with EC numbers",0.872800150496748,-1.17420019836556,2.04700034886231,1.53273509617716,"Bamboo"
"36","K01192_beta-mannosidase [EC:3.2.1.25]","K01192","variable:Microbe_treatment",0.922997805327349,0.407765442435883,-1.19337074142902,"K01192","beta-mannosidase [EC:3.2.1.25]","Metabolism; Glycan biosynthesis and metabolism; Other glycan degradation | Cellular Processes; Transport and catabolism; Lysosome",1.20080977893314,-0.853406605900571,2.05421638483371,1.53809227506995,"Bamboo"
"37","K01201_glucosylceramidase [EC:3.2.1.45]","K01201","variable:Microbe_treatment",0.671675194430761,0.0904633827000047,-0.743548063494647,"K01201","glucosylceramidase [EC:3.2.1.45]","Metabolism; Lipid metabolism; Sphingolipid metabolism | Metabolism; Glycan biosynthesis and metabolism; Other glycan degradation | Cellular Processes; Transport and catabolism; Lysosome",0.984087733496308,-0.93708077803847,1.92116851153478,1.43931764847549,"Bamboo"
"38","K01209_alpha-N-arabinofuranosidase [EC:3.2.1.55]","K01209","variable:Microbe_treatment",0.498881743134477,0.0643988538821357,-0.412579580155649,"K01209","alpha-N-arabinofuranosidase [EC:3.2.1.55]","Metabolism; Carbohydrate metabolism; Amino sugar and nucleotide sugar metabolism",1.16810428110133,-0.78704993662797,1.9551542177293,1.46454860749556,"Bamboo"
"39","K01213_galacturan 1,4-alpha-galacturonidase [EC:3.2.1.67]","K01213","variable:Microbe_treatment",0.532782057449629,0.217404424482054,-0.965039276131391,"K01213","galacturan 1,4-alpha-galacturonidase [EC:3.2.1.67]","Metabolism; Carbohydrate metabolism; Pentose and glucuronate interconversions",1.66813183972995,-2.21139685782583,3.87952869755579,2.89320256459928,"Bamboo"
"40","K01218_mannan endo-1,4-beta-mannosidase [EC:3.2.1.78]","K01218","variable:Microbe_treatment",0.77073285578952,0.166700319492369,-1.0533919776475,"K01218","mannan endo-1,4-beta-mannosidase [EC:3.2.1.78]","Metabolism; Carbohydrate metabolism; Fructose and mannose metabolism | Cellular Processes; Cellular community - prokaryotes; Quorum sensing",0.999159844049555,-1.29236692613652,2.29152677018608,1.71427130085189,"Bamboo"
"41","K01230_mannosyl-oligosaccharide alpha-1,2-mannosidase [EC:3.2.1.113]","K01230","variable:Microbe_treatment",0.26556224986786,0.184774052618589,-0.599718596477503,"K01230","mannosyl-oligosaccharide alpha-1,2-mannosidase [EC:3.2.1.113]","Metabolism; Glycan biosynthesis and metabolism; N-Glycan biosynthesis | Metabolism; Glycan biosynthesis and metabolism; Various types of N-glycan biosynthesis | Genetic Information Processing; Folding, sorting and degradation; Protein processing in endoplasmic reticulum | Brite Hierarchies; Protein families: genetic information processing; Membrane trafficking",0.790618259731043,-1.16833815371957,1.95895641345061,1.46737135432571,"Bamboo"
"42","K01233_chitosanase [EC:3.2.1.132]","K01233","variable:Microbe_treatment",1.61823791162137,0.880508409771408,-2.6871213971463,"K01233","chitosanase [EC:3.2.1.132]","Metabolism; Carbohydrate metabolism; Amino sugar and nucleotide sugar metabolism",1.77440699838262,-2.25072190654679,4.02512890492941,3.00129603320431,"Bamboo"
"43","K01250_pyrimidine-specific ribonucleoside hydrolase [EC:3.2.-.-]","K01250","variable:Microbe_treatment",0.567169025405078,0.317021269621005,-1.08125818064731,"K01250","pyrimidine-specific ribonucleoside hydrolase [EC:3.2.-.-]","Not Included in Pathway or Brite; Unclassified: metabolism; Enzymes with EC numbers",1.13970009405716,-1.63799516555909,2.77769525961626,2.07520236885597,"Bamboo"
"44","K01267_aspartyl aminopeptidase [EC:3.4.11.21]","K01267","variable:Microbe_treatment",0.627106880216568,0.108126912962376,-0.778632344928485,"K01267","aspartyl aminopeptidase [EC:3.4.11.21]","Brite Hierarchies; Protein families: metabolism; Peptidases | Brite Hierarchies; Protein families: genetic information processing; Membrane trafficking",1.22178321324209,-1.33151841631156,2.55330162955365,1.90861273108093,"Bamboo"
"45","K01305_beta-aspartyl-dipeptidase (metallo-type) [EC:3.4.19.-]","K01305","variable:Microbe_treatment",1.29220677753562,0.761278470755126,-2.13143839314723,"K01305","beta-aspartyl-dipeptidase (metallo-type) [EC:3.4.19.-]","Brite Hierarchies; Protein families: metabolism; Peptidases",1.04709467963597,-1.24420273591622,2.29129741555219,1.71410102816915,"Bamboo"
"46","K01392_thimet oligopeptidase [EC:3.4.24.15]","K01392","variable:Microbe_treatment",0.669128311063295,0.119687413130004,-0.90117107640472,"K01392","thimet oligopeptidase [EC:3.4.24.15]","Organismal Systems; Endocrine system; Renin-angiotensin system | Human Diseases; Infectious diseases: Parasitic; African trypanosomiasis | Brite Hierarchies; Protein families: metabolism; Peptidases",2.00285579512531,-2.28695139034279,4.2898071854681,3.19779296081119,"Bamboo"
"47","K01459_N-carbamoyl-D-amino-acid hydrolase [EC:3.5.1.77]","K01459","variable:Microbe_treatment",-0.0780298440385129,0.155011675221953,-0.22807600218331,"K01459","N-carbamoyl-D-amino-acid hydrolase [EC:3.5.1.77]","Not Included in Pathway or Brite; Unclassified: metabolism; Enzymes with EC numbers",1.67705170737026,-2.05910015988481,3.73615186725507,2.78675972921904,"Bamboo"
"48","K01466_allantoinase [EC:3.5.2.5]","K01466","variable:Microbe_treatment",0.563813314196378,0.245543746914818,-0.770080040779251,"K01466","allantoinase [EC:3.5.2.5]","Metabolism; Nucleotide metabolism; Purine metabolism",1.59788951229692,-1.49857578802879,3.09646530032572,2.31185697264532,"Bamboo"
"49","K01469_5-oxoprolinase (ATP-hydrolysing) [EC:3.5.2.9]","K01469","variable:Microbe_treatment",-0.155987465486517,0.0964112660602462,0.190418666912893,"K01469","5-oxoprolinase (ATP-hydrolysing) [EC:3.5.2.9]","Metabolism; Metabolism of other amino acids; Glutathione metabolism",1.55807278849196,-1.22723168525382,2.78530447374578,2.08085144287485,"Bamboo"
"50","K01473_N-methylhydantoinase A [EC:3.5.2.14]","K01473","variable:Microbe_treatment",0.181532166693199,0.194804405815889,-0.0860845425621726,"K01473","N-methylhydantoinase A [EC:3.5.2.14]","Metabolism; Amino acid metabolism; Arginine and proline metabolism",1.92972317103547,-1.19580777147633,3.1255309425118,2.33343528038127,"Bamboo"
"51","K01474_N-methylhydantoinase B [EC:3.5.2.14]","K01474","variable:Microbe_treatment",0.206757312578238,0.2113822149495,-0.147353939016295,"K01474","N-methylhydantoinase B [EC:3.5.2.14]","Metabolism; Amino acid metabolism; Arginine and proline metabolism",1.92900638550868,-1.24431276450772,3.1733191500164,2.36891320449119,"Bamboo"
"52","K01485_cytosine/creatinine deaminase [EC:3.5.4.1 3.5.4.21]","K01485","variable:Microbe_treatment",0.509718892057158,0.249541053591864,-0.480051217509012,"K01485","cytosine/creatinine deaminase [EC:3.5.4.1 3.5.4.21]","Metabolism; Nucleotide metabolism; Pyrimidine metabolism | Metabolism; Amino acid metabolism; Arginine and proline metabolism",1.2335843663806,-0.527592455451493,1.76117682183209,1.32053995577918,"Bamboo"
"53","K01486_adenine deaminase [EC:3.5.4.2]","K01486","variable:Microbe_treatment",0.861965016943322,0.594208602491985,-1.39363875524515,"K01486","adenine deaminase [EC:3.5.4.2]","Metabolism; Nucleotide metabolism; Purine metabolism",0.952938518005699,-0.794816282488889,1.74775480049459,1.31057545869342,"Bamboo"
"54","K01505_1-aminocyclopropane-1-carboxylate deaminase [EC:3.5.99.7]","K01505","variable:Microbe_treatment",0.622787064521184,0.0246754774574403,-0.658132517699173,"K01505","1-aminocyclopropane-1-carboxylate deaminase [EC:3.5.99.7]","Metabolism; Amino acid metabolism; Cysteine and methionine metabolism",0.989321469086428,-1.0163009858039,2.00562245489033,1.50201618331514,"Bamboo"
"55","K01517_manganese-dependent ADP-ribose/CDP-alcohol diphosphatase [EC:3.6.1.13 3.6.1.16 3.6.1.53]","K01517","variable:Microbe_treatment",1.05158050709302,0.557483341264505,-1.92270809830436,"K01517","manganese-dependent ADP-ribose/CDP-alcohol diphosphatase [EC:3.6.1.13 3.6.1.16 3.6.1.53]","Metabolism; Lipid metabolism; Glycerophospholipid metabolism | Metabolism; Nucleotide metabolism; Purine metabolism",0.905101629506877,-1.6981653164732,2.60326694598007,1.94570693898011,"Bamboo"
"56","K01621_xylulose-5-phosphate/fructose-6-phosphate phosphoketolase [EC:4.1.2.9 4.1.2.22]","K01621","variable:Microbe_treatment",0.0455322371846329,0.0595086389347308,-0.150334225832351,"K01621","xylulose-5-phosphate/fructose-6-phosphate phosphoketolase [EC:4.1.2.9 4.1.2.22]","Metabolism; Carbohydrate metabolism; Pentose phosphate pathway | Metabolism; Energy metabolism; Carbon fixation in photosynthetic organisms",1.17009724799256,-1.28462353350401,2.45472078149657,1.83542639435291,"Bamboo"
"57","K01635_tagatose 1,6-diphosphate aldolase [EC:4.1.2.40]","K01635","variable:Microbe_treatment",0.447791157812671,0.400775613939177,-1.07969220091183,"K01635","tagatose 1,6-diphosphate aldolase [EC:4.1.2.40]","Metabolism; Carbohydrate metabolism; Galactose metabolism | Cellular Processes; Cellular community - prokaryotes; Quorum sensing",1.32794159954215,-1.91235271191663,3.24029431145878,2.41863550668621,"Bamboo"
"58","K01684_galactonate dehydratase [EC:4.2.1.6]","K01684","variable:Microbe_treatment",0.658288266286637,0.491816038604465,-1.05244492119655,"K01684","galactonate dehydratase [EC:4.2.1.6]","Metabolism; Carbohydrate metabolism; Galactose metabolism",1.74274909631839,-1.49581292289008,3.23856201920847,2.41734945441093,"Bamboo"
"59","K01727_hyaluronate lyase [EC:4.2.2.1]","K01727","variable:Microbe_treatment",1.63940242530688,0.944119660992522,-2.72650473268964,"K01727","hyaluronate lyase [EC:4.2.2.1]","Not Included in Pathway or Brite; Unclassified: metabolism; Enzymes with EC numbers",1.72256888106849,-2.08410697633938,3.80667585740787,2.83911667879344,"Bamboo"
"60","K01761_methionine-gamma-lyase [EC:4.4.1.11]","K01761","variable:Microbe_treatment",0.862407201850889,0.405805224931194,-1.18540979585194,"K01761","methionine-gamma-lyase [EC:4.4.1.11]","Metabolism; Amino acid metabolism; Cysteine and methionine metabolism | Metabolism; Metabolism of other amino acids; Selenocompound metabolism",1.21424641239755,-1.00487621100824,2.21912262340579,1.66051852461589,"Bamboo"
"61","K01787_N-acylglucosamine 2-epimerase [EC:5.1.3.8]","K01787","variable:Microbe_treatment",0.709511252240316,0.688896674833776,-1.67442525166428,"K01787","N-acylglucosamine 2-epimerase [EC:5.1.3.8]","Metabolism; Carbohydrate metabolism; Amino sugar and nucleotide sugar metabolism",1.25633764184979,-1.95425994440491,3.2105975862547,2.396588683461,"Bamboo"
"62","K01820_L-rhamnose isomerase / sugar isomerase [EC:5.3.1.14 5.3.1.-]","K01820","variable:Microbe_treatment",0.772186577281819,0.296068425332918,-1.06486132522817,"K01820","L-rhamnose isomerase / sugar isomerase [EC:5.3.1.14 5.3.1.-]","Metabolism; Carbohydrate metabolism; Pentose and glucuronate interconversions | Metabolism; Carbohydrate metabolism; Fructose and mannose metabolism",1.39607832410586,-1.38749725717725,2.78357558128311,2.07956791459899,"Bamboo"
"63","K01880_glycyl-tRNA synthetase [EC:6.1.1.14]","K01880","variable:Microbe_treatment",0.52948859335645,0.0274945675449186,-0.488878794510457,"K01880","glycyl-tRNA synthetase [EC:6.1.1.14]","Genetic Information Processing; Translation; Aminoacyl-tRNA biosynthesis | Brite Hierarchies; Protein families: metabolism; Amino acid related enzymes | Brite Hierarchies; Protein families: genetic information processing; Transfer RNA biogenesis | Brite Hierarchies; Protein families: genetic information processing; Mitochondrial biogenesis",1.11437149385968,-0.942166519856057,2.05653801371574,1.53981585035324,"Bamboo"
"64","K01904_4-coumarate--CoA ligase [EC:6.2.1.12]","K01904","variable:Microbe_treatment",0.572785395404066,0.0427444582679673,-0.573794121163523,"K01904","4-coumarate--CoA ligase [EC:6.2.1.12]","Metabolism; Amino acid metabolism; Phenylalanine metabolism | Metabolism; Metabolism of cofactors and vitamins; Ubiquinone and other terpenoid-quinone biosynthesis | Metabolism; Biosynthesis of other secondary metabolites; Phenylpropanoid biosynthesis",1.12259549593404,-1.01706480660353,2.13966030253758,1.6015257660135,"Bamboo"
